id,User_Pet_ID,new_user_id,new_pet_id,User_ID,Pet_ID,Is_Master_Owner,Status,"Create_Date","Last_Modify_Date",Modified_By
861,921,640,789,707,809,1,1,"2015-08-10 12:45:17","2015-08-10 12:45:17",707
862,922,641,790,708,810,1,1,"2015-08-10 15:00:20","2015-08-10 15:00:20",708
863,923,609,791,659,811,1,1,"2015-08-10 16:45:05","2015-08-10 16:45:05",659
864,924,609,792,659,812,1,1,"2015-08-10 17:14:36","2015-08-10 17:14:36",659
865,925,642,793,709,813,1,1,"2015-08-10 18:01:29","2015-08-10 18:01:29",709
866,926,643,794,710,814,1,1,"2015-08-10 18:13:40","2015-08-10 18:13:40",710
867,927,644,795,711,815,1,1,"2015-08-10 20:56:21","2015-08-10 20:56:21",711
868,928,646,796,713,816,1,1,"2015-08-11 01:18:47","2015-08-11 01:18:47",713
869,929,647,797,714,817,1,1,"2015-08-11 09:31:14","2015-08-11 09:31:14",714
870,930,648,798,715,818,1,1,"2015-08-11 12:30:45","2015-08-11 12:30:45",715
871,931,650,799,717,819,1,1,"2015-08-11 16:02:11","2015-08-11 16:02:11",717
872,932,229,800,279,820,1,1,"2015-08-11 16:38:36","2015-08-11 16:38:36",279
873,933,229,801,279,821,1,1,"2015-08-11 16:39:24","2015-08-11 16:39:24",279
874,934,229,802,279,822,1,1,"2015-08-11 16:40:00","2015-08-11 16:40:00",279
875,935,229,803,279,823,1,1,"2015-08-11 16:40:25","2015-08-11 16:40:25",279
876,936,501,804,551,824,1,1,"2015-08-11 17:09:23","2015-08-11 17:09:23",551
877,937,10,805,37,825,1,1,"2015-08-11 18:08:00","2015-08-11 18:08:00",37
878,938,10,806,37,826,1,1,"2015-08-11 18:32:45","2015-08-11 18:32:45",37
879,939,609,807,659,827,1,1,"2015-08-11 20:13:41","2015-08-11 20:13:41",659
880,940,651,808,718,828,1,1,"2015-08-11 20:49:43","2015-08-11 20:49:43",718
881,941,652,809,719,829,1,1,"2015-08-11 21:01:23","2015-08-11 21:01:23",719
882,942,69,810,118,830,1,1,"2015-08-11 23:45:19","2015-08-11 23:45:19",118
883,943,623,759,684,778,0,1,"2015-08-11 23:56:41","2015-08-11 23:56:41",684
884,944,655,811,722,831,1,1,"2015-08-12 03:41:22","2015-08-12 03:41:22",722
885,945,655,812,722,832,1,1,"2015-08-12 03:51:27","2015-08-12 03:51:27",722
886,946,656,813,723,833,1,1,"2015-08-12 07:25:31","2015-08-12 07:25:31",723
887,947,62,814,111,834,1,1,"2015-08-12 10:25:22","2015-08-12 10:25:22",111
888,948,609,815,659,835,1,1,"2015-08-12 10:49:03","2015-08-12 10:49:03",659
889,949,10,816,37,836,1,1,"2015-08-12 11:20:39","2015-08-12 11:20:39",37
890,950,615,817,666,837,1,1,"2015-08-12 11:48:36","2015-08-12 11:48:36",666
891,10931,657,818,10718,10819,1,1,"2015-08-12 14:55:18","2015-08-12 14:55:18",10718
892,10932,34,819,77,10820,1,1,"2015-08-12 17:30:22","2015-08-12 17:30:22",77
893,10933,659,820,10720,10821,1,1,"2015-08-12 17:37:30","2015-08-12 17:37:30",10720
894,10934,34,821,77,10822,1,1,"2015-08-12 17:41:08","2015-08-12 17:41:08",77
895,10935,616,771,667,791,0,1,"2015-08-13 00:30:50","2015-08-13 00:30:50",667
896,10936,661,822,10722,10823,1,1,"2015-08-13 10:24:12","2015-08-13 10:24:12",10722
897,10937,663,823,10724,10824,1,1,"2015-08-13 12:17:41","2015-08-13 12:17:41",10724
898,10938,34,824,77,10825,1,1,"2015-08-13 12:17:48","2015-08-13 12:17:48",77
899,10940,665,825,10726,10826,1,1,"2015-08-13 15:10:47","2015-08-13 15:10:47",10726
900,10941,664,826,10725,10827,1,1,"2015-08-13 15:11:19","2015-08-13 15:11:19",10725
901,10942,666,827,10727,10828,1,1,"2015-08-13 23:52:29","2015-08-13 23:52:29",10727
902,10943,667,828,10728,10829,1,1,"2015-08-14 10:31:49","2015-08-14 10:31:49",10728
903,10944,668,829,10729,10831,1,1,"2015-08-14 14:45:16","2015-08-14 14:45:16",10729
904,10945,669,830,10730,10832,1,1,"2015-08-14 15:16:58","2015-08-14 15:16:58",10730
905,10946,671,831,10734,10834,1,1,"2015-08-14 16:06:03","2015-08-14 16:06:03",10734
906,10947,672,832,10735,10835,1,1,"2015-08-14 18:08:17","2015-08-14 18:08:17",10735
907,10948,17,833,47,10836,1,1,"2015-08-14 19:15:10","2015-08-14 19:15:10",47
908,10949,17,834,47,10837,1,1,"2015-08-14 19:15:11","2015-08-14 19:15:11",47
909,10950,17,835,47,10838,1,1,"2015-08-14 19:15:11","2015-08-14 19:15:11",47
910,10951,676,836,10739,10839,1,1,"2015-08-14 20:30:17","2015-08-14 20:30:17",10739
911,10952,677,837,10740,10840,1,1,"2015-08-14 21:10:33","2015-08-14 21:10:33",10740
912,10953,678,822,10741,10823,0,1,"2015-08-14 23:41:02","2015-08-14 23:41:02",10741
913,10954,679,838,10742,10841,1,1,"2015-08-15 01:54:26","2015-08-15 01:54:26",10742
914,10955,24,839,55,10842,1,1,"2015-08-15 11:37:56","2015-08-15 11:37:56",55
915,10956,24,840,55,10843,1,1,"2015-08-15 11:40:12","2015-08-15 11:40:12",55
916,10957,24,841,55,10844,1,1,"2015-08-15 11:41:25","2015-08-15 11:41:25",55
917,10958,24,842,55,10847,1,1,"2015-08-15 14:01:12","2015-08-15 14:01:12",55
918,10959,681,843,10744,10848,1,1,"2015-08-15 16:07:58","2015-08-15 16:07:58",10744
919,10960,10,844,37,10849,1,1,"2015-08-15 18:03:15","2015-08-15 18:03:15",37
920,10961,10,83,37,84,0,1,"2015-08-15 18:27:27","2015-08-15 18:27:27",37
921,10962,24,845,55,10850,1,1,"2015-08-15 19:06:28","2015-08-15 19:06:28",55
922,10964,683,846,10746,10851,1,1,"2015-08-15 22:44:47","2015-08-15 22:44:47",10746
923,10965,683,847,10746,10852,1,1,"2015-08-15 22:56:44","2015-08-15 22:56:44",10746
924,10966,683,848,10746,10853,1,1,"2015-08-15 22:58:23","2015-08-15 22:58:23",10746
925,10967,24,849,55,10854,1,1,"2015-08-16 00:10:52","2015-08-16 00:10:52",55
926,10968,10,850,37,10855,1,1,"2015-08-16 00:45:29","2015-08-16 00:45:29",37
927,10969,684,851,10747,10856,1,1,"2015-08-16 15:24:56","2015-08-16 15:24:56",10747
928,10970,685,852,10748,10857,1,1,"2015-08-16 18:35:04","2015-08-16 18:35:04",10748
929,10971,251,852,301,10857,0,1,"2015-08-16 18:38:09","2015-08-16 18:38:09",301
930,10972,685,319,10748,331,0,1,"2015-08-16 18:46:37","2015-08-16 18:46:37",10748
931,10973,686,853,10749,10858,1,1,"2015-08-16 23:41:27","2015-08-16 23:41:27",10749
932,10974,682,854,10745,10859,1,1,"2015-08-17 09:40:26","2015-08-17 09:40:26",10745
933,10982,689,855,10752,10860,1,1,"2015-08-17 14:26:16","2015-08-17 14:26:16",10752
934,10983,689,856,10752,10861,1,1,"2015-08-17 14:26:22","2015-08-17 14:26:22",10752
935,10984,689,857,10752,10862,1,1,"2015-08-17 14:26:23","2015-08-17 14:26:23",10752
936,10985,691,858,10754,10863,1,1,"2015-08-17 20:45:26","2015-08-17 20:45:26",10754
937,10986,691,859,10754,10864,1,1,"2015-08-17 20:48:01","2015-08-17 20:48:01",10754
938,10987,690,860,10753,10865,1,1,"2015-08-17 23:53:28","2015-08-17 23:53:28",10753
939,10988,24,861,55,10866,1,1,"2015-08-18 10:08:03","2015-08-18 10:08:03",55
940,10993,47,864,91,10869,1,1,"2015-08-18 14:31:53","2015-08-18 14:31:53",91
941,10994,24,865,55,10870,1,1,"2015-08-18 14:51:58","2015-08-18 14:51:58",55
942,10995,24,866,55,10871,1,1,"2015-08-18 14:53:29","2015-08-18 14:53:29",55
943,10996,540,867,590,10872,1,1,"2015-08-18 16:49:19","2015-08-18 16:49:19",590
944,10997,10,868,37,10873,1,1,"2015-08-18 17:08:14","2015-08-18 17:08:14",37
945,10998,694,869,10767,10874,1,1,"2015-08-18 17:25:39","2015-08-18 17:25:39",10767
946,10999,10,870,37,10875,1,1,"2015-08-18 17:32:40","2015-08-18 17:32:40",37
947,11000,695,871,10768,10876,1,1,"2015-08-18 18:04:51","2015-08-18 18:04:51",10768
948,11001,58,872,107,10877,1,1,"2015-08-18 18:25:24","2015-08-18 18:25:24",107
949,11002,58,873,107,10878,1,1,"2015-08-18 18:25:54","2015-08-18 18:25:54",107
950,11003,58,874,107,10879,1,1,"2015-08-18 18:28:37","2015-08-18 18:28:37",107
951,11004,696,875,10769,10880,1,1,"2015-08-18 20:38:53","2015-08-18 20:38:53",10769
952,11005,696,876,10769,10881,1,1,"2015-08-18 21:20:37","2015-08-18 21:20:37",10769
953,11006,696,877,10769,10882,1,1,"2015-08-18 21:24:11","2015-08-18 21:24:11",10769
954,11007,697,878,10770,10883,1,1,"2015-08-18 21:56:20","2015-08-18 21:56:20",10770
955,11008,698,879,10771,10884,1,1,"2015-08-18 22:56:50","2015-08-18 22:56:50",10771
956,11009,698,880,10771,10885,1,1,"2015-08-18 22:57:20","2015-08-18 22:57:20",10771
957,11010,65,881,114,10886,1,1,"2015-08-19 03:55:35","2015-08-19 03:55:35",114
958,11011,65,882,114,10887,1,1,"2015-08-19 04:51:30","2015-08-19 04:51:30",114
959,11012,699,883,10772,10888,1,1,"2015-08-19 09:20:41","2015-08-19 09:20:41",10772
960,11013,58,884,107,10889,1,1,"2015-08-19 10:04:17","2015-08-19 10:04:17",107
961,11014,58,885,107,10892,1,1,"2015-08-19 10:05:18","2015-08-19 10:05:18",107
962,11015,58,886,107,10897,1,1,"2015-08-19 10:06:07","2015-08-19 10:06:07",107
963,11016,58,887,107,10901,1,1,"2015-08-19 10:06:55","2015-08-19 10:06:55",107
964,11017,58,888,107,10903,1,1,"2015-08-19 10:07:41","2015-08-19 10:07:41",107
965,11018,58,889,107,10906,1,1,"2015-08-19 10:08:29","2015-08-19 10:08:29",107
966,11019,58,890,107,10908,1,1,"2015-08-19 10:09:11","2015-08-19 10:09:11",107
967,11020,58,891,107,10910,1,1,"2015-08-19 10:09:52","2015-08-19 10:09:52",107
968,11021,700,892,10773,10915,1,1,"2015-08-19 11:07:01","2015-08-19 11:07:01",10773
969,11022,700,893,10773,10916,1,1,"2015-08-19 11:07:02","2015-08-19 11:07:02",10773
970,11023,700,894,10773,10917,1,1,"2015-08-19 11:07:04","2015-08-19 11:07:04",10773
971,11024,700,895,10773,10918,1,1,"2015-08-19 11:07:05","2015-08-19 11:07:05",10773
972,11025,58,896,107,10919,1,1,"2015-08-19 11:28:08","2015-08-19 11:28:08",107
973,11026,58,897,107,10920,1,1,"2015-08-19 11:28:38","2015-08-19 11:28:38",107
974,11027,58,898,107,10921,1,1,"2015-08-19 11:29:16","2015-08-19 11:29:16",107
975,11028,58,899,107,10922,1,1,"2015-08-19 11:29:47","2015-08-19 11:29:47",107
976,11029,58,900,107,10923,1,1,"2015-08-19 11:30:14","2015-08-19 11:30:14",107
977,11030,58,901,107,10924,1,1,"2015-08-19 11:30:43","2015-08-19 11:30:43",107
978,11031,58,902,107,10925,1,1,"2015-08-19 11:33:30","2015-08-19 11:33:30",107
979,11032,58,903,107,10926,1,1,"2015-08-19 11:34:15","2015-08-19 11:34:15",107
980,11033,58,904,107,10927,1,1,"2015-08-19 11:35:24","2015-08-19 11:35:24",107
981,11034,58,905,107,10928,1,1,"2015-08-19 11:36:05","2015-08-19 11:36:05",107
982,11035,58,906,107,10929,1,1,"2015-08-19 11:36:53","2015-08-19 11:36:53",107
983,11036,10,907,37,10930,1,1,"2015-08-19 11:56:52","2015-08-19 11:56:52",37
984,11037,10,908,37,10932,1,1,"2015-08-19 11:58:20","2015-08-19 11:58:20",37
985,11038,10,909,37,10933,1,1,"2015-08-19 11:59:28","2015-08-19 11:59:28",37
986,11039,10,910,37,10935,1,1,"2015-08-19 12:00:22","2015-08-19 12:00:22",37
987,11040,10,911,37,10937,1,1,"2015-08-19 12:01:11","2015-08-19 12:01:11",37
988,11041,10,912,37,10938,1,1,"2015-08-19 12:02:33","2015-08-19 12:02:33",37
989,11042,58,907,107,10930,0,1,"2015-08-19 12:12:39","2015-08-19 12:12:39",107
990,11047,701,913,10774,10943,1,1,"2015-08-19 13:36:04","2015-08-19 13:36:04",10774
991,11048,702,914,10775,10944,1,1,"2015-08-19 15:33:36","2015-08-19 15:33:36",10775
992,11049,34,915,77,10945,1,1,"2015-08-19 18:18:29","2015-08-19 18:18:29",77
993,11050,24,916,55,10946,1,1,"2015-08-19 18:19:47","2015-08-19 18:19:47",55
994,11051,703,917,10776,10947,1,1,"2015-08-19 22:25:14","2015-08-19 22:25:14",10776
995,11052,704,918,10777,10948,1,1,"2015-08-19 23:33:31","2015-08-19 23:33:31",10777
996,11053,706,919,10779,10949,1,1,"2015-08-20 13:53:59","2015-08-20 13:53:59",10779
997,11054,203,920,253,10950,1,1,"2015-08-20 19:57:02","2015-08-20 19:57:02",253
998,11055,203,921,253,10951,1,1,"2015-08-20 19:57:06","2015-08-20 19:57:06",253
999,11056,203,922,253,10952,1,1,"2015-08-20 19:57:10","2015-08-20 19:57:10",253
1000,11057,203,923,253,10953,1,1,"2015-08-20 19:57:15","2015-08-20 19:57:15",253
1001,11058,203,924,253,10954,1,1,"2015-08-20 19:57:17","2015-08-20 19:57:17",253
1002,11059,203,925,253,10955,1,1,"2015-08-20 19:57:17","2015-08-20 19:57:17",253
1003,11060,709,926,10782,10956,1,1,"2015-08-20 19:59:50","2015-08-20 19:59:50",10782
1004,11061,709,927,10782,10957,1,1,"2015-08-20 19:59:52","2015-08-20 19:59:52",10782
1005,11062,710,928,10784,10958,1,1,"2015-08-20 21:56:27","2015-08-20 21:56:27",10784
1006,11063,710,929,10784,10959,1,1,"2015-08-20 21:56:56","2015-08-20 21:56:56",10784
1007,11064,710,930,10784,10960,1,1,"2015-08-20 21:57:20","2015-08-20 21:57:20",10784
1008,11065,711,931,10785,10961,1,1,"2015-08-20 23:27:28","2015-08-20 23:27:28",10785
1009,11066,711,932,10785,10962,1,1,"2015-08-20 23:29:29","2015-08-20 23:29:29",10785
1010,11067,711,933,10785,10963,1,1,"2015-08-20 23:29:29","2015-08-20 23:29:29",10785
1011,11068,327,934,377,10964,1,1,"2015-08-21 00:27:11","2015-08-21 00:27:11",377
1012,11069,19,663,50,681,0,1,"2015-08-21 02:16:00","2015-08-21 02:16:00",50
1013,11070,58,935,107,10965,1,1,"2015-08-21 10:10:44","2015-08-21 10:10:44",107
1014,11071,58,936,107,10966,1,1,"2015-08-21 10:11:45","2015-08-21 10:11:45",107
1015,11072,58,937,107,10967,1,1,"2015-08-21 10:14:47","2015-08-21 10:14:47",107
1016,11073,58,938,107,10968,1,1,"2015-08-21 10:16:05","2015-08-21 10:16:05",107
1017,11074,58,939,107,10969,1,1,"2015-08-21 10:16:48","2015-08-21 10:16:48",107
1018,11075,58,940,107,10970,1,1,"2015-08-21 10:17:34","2015-08-21 10:17:34",107
1019,11076,58,941,107,10971,1,1,"2015-08-21 10:18:07","2015-08-21 10:18:07",107
1020,11077,58,942,107,10972,1,1,"2015-08-21 10:19:08","2015-08-21 10:19:08",107
1021,11078,58,943,107,10973,1,1,"2015-08-21 10:19:34","2015-08-21 10:19:34",107
1022,11079,58,944,107,10974,1,1,"2015-08-21 10:20:50","2015-08-21 10:20:50",107
1023,11080,58,945,107,10975,1,1,"2015-08-21 10:21:19","2015-08-21 10:21:19",107
1024,11081,58,946,107,10976,1,1,"2015-08-21 10:22:01","2015-08-21 10:22:01",107
1025,11082,58,947,107,10977,1,1,"2015-08-21 10:22:58","2015-08-21 10:22:58",107
1026,11083,58,948,107,10978,1,1,"2015-08-21 10:23:47","2015-08-21 10:23:47",107
1027,11084,58,949,107,10979,1,1,"2015-08-21 10:24:57","2015-08-21 10:24:57",107
1028,11085,58,950,107,10980,1,1,"2015-08-21 10:25:52","2015-08-21 10:25:52",107
1029,11086,58,951,107,10981,1,1,"2015-08-21 10:26:26","2015-08-21 10:26:26",107
1030,11087,58,952,107,10982,1,1,"2015-08-21 10:29:07","2015-08-21 10:29:07",107
1031,11088,58,953,107,10983,1,1,"2015-08-21 10:30:39","2015-08-21 10:30:39",107
1032,11089,58,954,107,10984,1,1,"2015-08-21 10:31:35","2015-08-21 10:31:35",107
1033,11090,58,955,107,10985,1,1,"2015-08-21 10:32:22","2015-08-21 10:32:22",107
1034,11091,58,956,107,10986,1,1,"2015-08-21 10:34:16","2015-08-21 10:34:16",107
1035,11092,58,957,107,10987,1,1,"2015-08-21 10:34:45","2015-08-21 10:34:45",107
1036,11093,58,958,107,10988,1,1,"2015-08-21 10:35:23","2015-08-21 10:35:23",107
1037,11094,58,959,107,10989,1,1,"2015-08-21 10:35:53","2015-08-21 10:35:53",107
1038,11095,58,960,107,10990,1,1,"2015-08-21 10:36:32","2015-08-21 10:36:32",107
1039,11096,58,961,107,10991,1,1,"2015-08-21 10:37:04","2015-08-21 10:37:04",107
1040,11097,58,962,107,10992,1,1,"2015-08-21 10:37:40","2015-08-21 10:37:40",107
1041,11098,58,963,107,10993,1,1,"2015-08-21 10:37:59","2015-08-21 10:37:59",107
1042,11099,58,964,107,10994,1,1,"2015-08-21 10:38:52","2015-08-21 10:38:52",107
1043,11100,34,965,77,10995,1,1,"2015-08-21 17:23:18","2015-08-21 17:23:18",77
1044,11101,58,966,107,10996,1,1,"2015-08-21 18:06:40","2015-08-21 18:06:40",107
1045,11102,58,967,107,10997,1,1,"2015-08-21 18:07:47","2015-08-21 18:07:47",107
1046,11103,58,968,107,10998,1,1,"2015-08-21 18:08:47","2015-08-21 18:08:47",107
1047,11104,716,969,10790,10999,1,1,"2015-08-22 03:57:12","2015-08-22 03:57:12",10790
1048,11105,716,970,10790,11000,1,1,"2015-08-22 03:57:14","2015-08-22 03:57:14",10790
1049,11106,716,971,10790,11001,1,1,"2015-08-22 03:57:15","2015-08-22 03:57:15",10790
1050,11107,716,972,10790,11002,1,1,"2015-08-22 03:57:15","2015-08-22 03:57:15",10790
1051,11108,716,973,10790,11003,1,1,"2015-08-22 03:57:16","2015-08-22 03:57:16",10790
1052,11109,716,974,10790,11004,1,1,"2015-08-22 03:57:17","2015-08-22 03:57:17",10790
1053,11110,717,975,10791,11005,1,1,"2015-08-22 19:02:01","2015-08-22 19:02:01",10791
1054,11111,720,976,10794,11006,1,1,"2015-08-23 11:53:07","2015-08-23 11:53:07",10794
1055,11112,721,977,10795,11007,1,1,"2015-08-23 15:35:37","2015-08-23 15:35:37",10795
1056,11113,721,978,10795,11008,1,1,"2015-08-23 15:35:38","2015-08-23 15:35:38",10795
1057,11114,721,979,10795,11009,1,1,"2015-08-23 15:37:44","2015-08-23 15:37:44",10795
1058,11115,721,980,10795,11010,1,1,"2015-08-23 15:40:01","2015-08-23 15:40:01",10795
1059,11116,722,981,10796,11011,1,1,"2015-08-24 02:02:38","2015-08-24 02:02:38",10796
1060,11117,99,982,149,11017,1,1,"2015-08-24 09:40:21","2015-08-24 09:40:21",149
1061,11118,99,983,149,11018,1,1,"2015-08-24 11:34:56","2015-08-24 11:34:56",149
1062,11119,470,984,520,11019,1,1,"2015-08-24 12:56:34","2015-08-24 12:56:34",520
1063,11120,725,985,10799,11020,1,1,"2015-08-24 20:39:36","2015-08-24 20:39:36",10799
1064,11121,725,986,10799,11023,1,1,"2015-08-24 20:43:11","2015-08-24 20:43:11",10799
1065,11123,10,988,37,11028,1,1,"2015-08-25 18:35:39","2015-08-25 18:35:39",37
1066,11124,10,989,37,11029,1,1,"2015-08-25 18:37:44","2015-08-25 18:37:44",37
1067,11125,47,990,91,11030,1,1,"2015-08-25 21:45:58","2015-08-25 21:45:58",91
1068,11126,47,991,91,11031,1,1,"2015-08-25 21:49:56","2015-08-25 21:49:56",91
1069,11127,47,992,91,11032,1,1,"2015-08-25 21:50:33","2015-08-25 21:50:33",91
1070,11128,47,993,91,11033,1,1,"2015-08-25 21:51:19","2015-08-25 21:51:19",91
1071,11129,728,994,10802,11034,1,1,"2015-08-25 23:02:09","2015-08-25 23:02:09",10802
1072,11130,727,995,10801,11035,1,1,"2015-08-25 23:39:17","2015-08-25 23:39:17",10801
1073,11131,730,996,10804,11036,1,1,"2015-08-26 10:55:49","2015-08-26 10:55:49",10804
1074,11132,726,997,10800,11037,1,1,"2015-08-26 16:14:38","2015-08-26 16:14:38",10800
1075,11133,196,998,246,11038,1,1,"2015-08-26 16:34:35","2015-08-26 16:34:35",246
1076,11135,393,999,443,11039,1,1,"2015-08-27 00:07:39","2015-08-27 00:07:39",443
1077,11136,279,1000,329,11040,1,1,"2015-08-27 18:22:56","2015-08-27 18:22:56",329
1078,11141,34,1001,77,11041,1,1,"2015-08-28 14:11:31","2015-08-28 14:11:31",77
1079,11143,99,1001,149,11041,0,1,"2015-08-28 17:18:16","2015-08-28 17:18:16",77
1080,11144,327,1002,377,11042,1,1,"2015-08-28 22:53:04","2015-08-28 22:53:04",377
1081,11145,737,1003,10811,11044,1,1,"2015-08-30 15:57:11","2015-08-30 15:57:11",10811
1082,11146,737,1004,10811,11045,1,1,"2015-08-30 15:57:12","2015-08-30 15:57:12",10811
1083,11147,738,1005,10812,11046,1,1,"2015-08-30 16:06:01","2015-08-30 16:06:01",10812
1084,11148,739,155,10813,156,0,1,"2015-08-30 16:10:30","2015-08-30 16:10:30",10813
1085,11149,739,196,10813,197,0,1,"2015-08-30 16:11:01","2015-08-30 16:11:01",10813
1086,11150,740,1006,10814,11047,1,1,"2015-08-31 04:45:34","2015-08-31 04:45:34",10814
1087,11151,58,1007,107,11048,1,1,"2015-08-31 10:09:19","2015-08-31 10:09:19",107
1088,11152,58,1008,107,11049,1,1,"2015-08-31 10:10:27","2015-08-31 10:10:27",107
1089,11153,58,1009,107,11050,1,1,"2015-08-31 10:13:54","2015-08-31 10:13:54",107
1090,11154,741,1010,10815,11051,1,1,"2015-08-31 11:43:31","2015-08-31 11:43:31",10815
1091,11155,742,1011,10816,11052,1,1,"2015-08-31 13:42:17","2015-08-31 13:42:17",10816
1092,11156,742,1012,10816,11053,1,1,"2015-08-31 13:42:20","2015-08-31 13:42:20",10816
1093,11157,742,1013,10816,11054,1,1,"2015-08-31 13:43:38","2015-08-31 13:43:38",10816
1094,11160,744,1014,10818,11055,1,1,"2015-09-01 00:30:29","2015-09-01 00:30:29",10818
1095,11161,746,1015,10820,11056,1,1,"2015-09-01 07:09:29","2015-09-01 07:09:29",10820
1096,11162,746,1016,10820,11057,1,1,"2015-09-01 07:10:18","2015-09-01 07:10:18",10820
1097,11176,99,1001,149,11041,0,1,"2015-09-01 14:51:58","2015-09-01 14:51:58",77
1098,11179,17,96,47,97,0,1,"2015-09-01 14:54:58","2015-09-01 14:54:58",77
1099,11180,17,96,47,97,0,1,"2015-09-01 14:59:51","2015-09-01 14:59:51",77
1100,11183,751,1017,10825,11058,1,1,"2015-09-01 15:20:36","2015-09-01 15:20:36",10825
1101,11184,752,1018,10826,11059,1,1,"2015-09-01 15:29:40","2015-09-01 15:29:40",10826
1102,11186,34,153,77,154,0,1,"2015-09-01 15:42:32","2015-09-01 15:42:32",47
1103,11192,641,1019,708,11060,1,1,"2015-09-01 18:02:31","2015-09-01 18:02:31",708
1104,11193,17,1020,47,11061,1,1,"2015-09-01 19:21:56","2015-09-01 19:21:56",47
1105,11195,760,1022,10834,11063,1,1,"2015-09-01 22:39:51","2015-09-01 22:39:51",10834
1106,11196,334,1023,384,11064,1,1,"2015-09-02 00:02:04","2015-09-02 00:02:04",384
1107,11197,761,1024,10835,11065,1,1,"2015-09-02 01:54:44","2015-09-02 01:54:44",10835
1108,11198,682,1025,10745,11066,1,1,"2015-09-02 04:35:47","2015-09-02 04:35:47",10745
1109,11199,764,1026,10838,11069,1,1,"2015-09-02 08:49:37","2015-09-02 08:49:37",10838
1110,11200,765,1027,10839,11070,1,1,"2015-09-02 09:26:00","2015-09-02 09:26:00",10839
1111,11201,766,1028,10840,11071,1,1,"2015-09-02 10:55:05","2015-09-02 10:55:05",10840
1112,11202,769,1029,10843,11072,1,1,"2015-09-02 13:24:37","2015-09-02 13:24:37",10843
1113,11203,773,1030,10847,11073,1,1,"2015-09-02 17:57:11","2015-09-02 17:57:11",10847
1114,11204,775,1031,10849,11074,1,1,"2015-09-02 20:21:25","2015-09-02 20:21:25",10849
1115,11205,776,1032,10850,11075,1,1,"2015-09-03 00:01:39","2015-09-03 00:01:39",10850
1116,11206,776,1033,10850,11076,1,1,"2015-09-03 00:03:05","2015-09-03 00:03:05",10850
1117,11207,778,1034,10852,11077,1,1,"2015-09-03 02:23:34","2015-09-03 02:23:34",10852
1118,11208,781,1035,10855,11078,1,1,"2015-09-03 05:00:27","2015-09-03 05:00:27",10855
1119,11209,781,1036,10855,11079,1,1,"2015-09-03 05:00:51","2015-09-03 05:00:51",10855
1120,11210,782,1037,10856,11080,1,1,"2015-09-03 05:13:26","2015-09-03 05:13:26",10856
1121,11211,782,1038,10856,11081,1,1,"2015-09-03 05:14:45","2015-09-03 05:14:45",10856
1122,11212,783,1039,10857,11082,1,1,"2015-09-03 06:17:03","2015-09-03 06:17:03",10857
1123,11213,784,1040,10858,11083,1,1,"2015-09-03 09:30:20","2015-09-03 09:30:20",10858
1124,11214,785,1041,10859,11084,1,1,"2015-09-03 11:42:31","2015-09-03 11:42:31",10859
1125,11215,786,1042,10860,11085,1,1,"2015-09-03 12:35:00","2015-09-03 12:35:00",10860
1126,11216,787,227,10861,228,0,1,"2015-09-03 13:46:45","2015-09-03 13:46:45",10861
1127,11217,787,226,10861,227,0,1,"2015-09-03 13:47:36","2015-09-03 13:47:36",10861
1128,11218,790,1043,10864,11087,1,1,"2015-09-03 18:53:59","2015-09-03 18:53:59",10864
1129,11219,790,1044,10864,11088,1,1,"2015-09-03 18:55:13","2015-09-03 18:55:13",10864
1130,11220,793,1045,10867,11089,1,1,"2015-09-04 02:11:30","2015-09-04 02:11:30",10867
1131,11221,794,1046,10868,11090,1,1,"2015-09-04 02:49:39","2015-09-04 02:49:39",10868
1132,11222,794,1047,10868,11091,1,1,"2015-09-04 02:49:41","2015-09-04 02:49:41",10868
1133,11223,796,1048,10870,11092,1,1,"2015-09-04 05:23:05","2015-09-04 05:23:05",10870
1134,11224,797,1049,10871,11093,1,1,"2015-09-04 07:32:55","2015-09-04 07:32:55",10871
1135,11225,797,1050,10871,11094,1,1,"2015-09-04 07:34:53","2015-09-04 07:34:53",10871
1136,11226,797,1051,10871,11095,1,1,"2015-09-04 07:35:52","2015-09-04 07:35:52",10871
1137,11227,799,1052,10873,11096,1,1,"2015-09-04 08:24:54","2015-09-04 08:24:54",10873
1138,11228,800,1053,10874,11097,1,1,"2015-09-04 09:22:41","2015-09-04 09:22:41",10874
1139,11229,800,1054,10874,11098,1,1,"2015-09-04 09:22:46","2015-09-04 09:22:46",10874
1140,11230,801,1055,10875,11099,1,1,"2015-09-04 10:03:36","2015-09-04 10:03:36",10875
1141,11231,803,1056,10877,11100,1,1,"2015-09-04 10:35:10","2015-09-04 10:35:10",10877
1142,11232,805,1057,10879,11101,1,1,"2015-09-04 13:06:43","2015-09-04 13:06:43",10879
1143,11233,807,1058,10881,11102,1,1,"2015-09-04 16:40:05","2015-09-04 16:40:05",10881
1144,11234,807,1059,10881,11103,1,1,"2015-09-04 16:40:10","2015-09-04 16:40:10",10881
1145,11235,808,1060,10882,11104,1,1,"2015-09-04 18:48:52","2015-09-04 18:48:52",10882
1146,11236,811,1061,10885,11105,1,1,"2015-09-04 21:46:04","2015-09-04 21:46:04",10885
1147,11237,813,1062,10887,11106,1,1,"2015-09-04 22:19:30","2015-09-04 22:19:30",10887
