id,Pet_ID,"Avatar","Pet_Name","Species","Breed","MajorColour","AnotherColour","Sex","Age","Birthday","FoodRequire","OtherRequire","MicrochipNo","Description",Is_Lost,Status,"Create_Date","Last_Modify_Date",Modified_By
763,782,NULL,"chacha","Dog","019",NULL,NULL,"003","003",NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-07 19:30:42","2015-08-07 19:31:12",680
764,783,NULL,"蕙蕙","Cat","023","黄白",NULL,"004","003",NULL,NULL,"有哮喘",NULL,NULL,0,1,"2015-08-07 20:33:10","2015-08-07 20:33:10",681
765,784,NULL,"Gilbert","Cat","002","啡黑","蝴蝶紋","003","003",NULL,"食尿道藥",NULL,NULL,NULL,0,1,"2015-08-07 21:12:30","2015-08-07 21:12:30",681
766,785,NULL,"的士","Cat","013","灰白","豺紋","001","001",NULL,NULL,"食藥",NULL,NULL,0,1,"2015-08-07 21:24:50","2015-08-07 21:24:50",681
767,786,NULL,"雪雪","Cat","002","白色","頭頂有一點淡黑色","004","003",NULL,NULL,NULL,NULL,"黄眼",0,1,"2015-08-07 21:39:16","2015-08-07 21:39:16",681
768,787,NULL,"糖糖","Cat","008","白色","頭及尾有cream 色","004","002",NULL,NULL,NULL,NULL,"藍眼",0,1,"2015-08-07 21:44:31","2015-08-07 21:44:31",681
769,788,"201509/2015090320395630120.jpeg","Rumi ","Dog","173","黑",NULL,"004","003",NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-07 22:25:09","2015-09-03 20:39:56",223
770,790,"201508/2015080723351266941.jpeg","Relic ","Dog","210","tan","black","003","002",NULL,NULL,NULL,"yes",NULL,1,1,"2015-08-07 23:35:12","2015-08-07 23:43:16",683
771,791,"201508/2015080800345862978.jpeg","糖糖","Dog","009","胡椒色",NULL,"002","003","2013-12-25",NULL,NULL,NULL,NULL,0,1,"2015-08-08 00:34:58","2015-08-08 00:34:58",684
772,792,NULL,"糖糖","Dog","009","胡椒色",NULL,"002","003",NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-08 02:16:24","2015-08-08 02:17:22",685
773,793,"201508/2015080803464782370.jpeg","Holiday","Dog","002","brown",NULL,"004","002","2014-03-16",NULL,NULL,NULL,NULL,0,1,"2015-08-08 03:35:02","2015-08-08 03:46:47",686
774,794,NULL,"加加","Dog","002","啡白",NULL,"002","002","2014-11-23",NULL,NULL,NULL,NULL,0,0,"2015-08-08 03:42:54","2015-08-08 03:43:33",686
775,795,"201508/2015080803462717093.jpeg","加加","Dog","002","啡白",NULL,"002",NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-08 03:44:12","2015-08-08 03:46:27",686
776,796,"201508/2015080816530743434.png","Hugo","Dog","027","Black","White","001","002","2014-1-28","Dog food",NULL,"004325877","Handsome ",0,1,"2015-08-08 16:53:07","2015-08-08 16:53:32",691
777,797,NULL,"包包","Dog","135","赤",NULL,"001","003",NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-08 21:12:53","2015-08-08 21:12:53",694
778,798,"201508/2015080821303981958.jpeg","Woody","Dog","010","Grey","white","001","003",NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-08 21:29:44","2015-08-08 21:32:00",695
779,799,NULL,"jacky ","Dog","135","brown",NULL,"003","003","2011-12-24",NULL,NULL,NULL,NULL,0,1,"2015-08-09 13:22:40","2015-08-09 20:28:19",696
780,800,"201508/2015081014231447187.png","ELBO",NULL,NULL,"Pepper/Salt",NULL,"003","001","2006-6-25","Diabetic (糖尿病處方罐頭糧）","Insulin Subcutaneous（皮下注射胰島素)","AVID*077*526*041","Cataract （白內障）",0,1,"2015-08-09 14:33:33","2015-08-10 14:23:14",697
781,801,"201508/2015080918215340626.png","Paico","Dog","008","奶油色","白","003","003","2009-5-4","吃生肉糧","沒有",NULL,NULL,0,1,"2015-08-09 18:15:37","2015-08-17 02:49:19",196
782,802,"201508/2015080919344648878.png","Hammer","Dog","076","白","啡","003",NULL,"2013-5-3",NULL,NULL,NULL,NULL,0,1,"2015-08-09 19:19:18","2015-08-11 10:20:24",700
783,803,NULL,"mung mung",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-09 22:05:31","2015-08-09 22:14:17",701
784,804,"201508/2015080922080068537.jpeg","矇矇","Dog","002","black tan","","004","003","2013-02-02","",NULL,NULL,NULL,0,1,"2015-08-09 22:08:00","2015-08-11 15:44:11",701
785,805,NULL,"沙翁","Dog","135","啡色",NULL,"001","003","2007-5-30",NULL,NULL,"*010*545*311",NULL,0,1,"2015-08-09 22:27:45","2015-08-11 18:02:38",702
786,806,"201508/2015081001580736887.jpeg","Bb","Dog","173","啡色",NULL,"003","004","2009-12-26",NULL,NULL,NULL,NULL,0,1,"2015-08-10 01:58:07","2015-08-10 01:58:07",704
787,807,NULL,"Ali",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-10 10:36:36","2015-08-26 16:26:51",55
788,808,"201508/2015081012024680795.png","rocky","Dog","076",NULL,NULL,"001","002",NULL,"chicken or home food ","he is well trained only pees and poops outside very calm
",NULL,"he is brown and short with short hair
",1,1,"2015-08-10 12:02:10","2015-08-10 12:13:32",706
789,809,"201508/2015081012451778168.jpeg","仔仔","Dog","009","白色","缺牙","003","004",NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-10 12:45:17","2015-08-10 12:45:17",707
790,810,"201508/2015081015002032829.jpeg","B Jai","Dog","221","啡白",NULL,"001","003",NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-10 15:00:20","2015-08-10 15:00:20",708
791,811,NULL,"Bond A",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-10 16:45:05","2015-08-10 16:45:44",659
792,812,NULL,"Bond","Dog","015","Light brown",NULL,"001","003",NULL,NULL,NULL,"1091",NULL,0,0,"2015-08-10 17:14:36","2015-08-11 20:12:10",659
793,813,"201508/2015081018012964490.png","B lui","Dog","173","Brown","Tea milk","004","003","2008-6-13",NULL,NULL,NULL,NULL,0,1,"2015-08-10 18:01:29","2015-08-10 18:02:44",709
794,814,"201508/2015081018134036059.jpeg","Rifi","Dog","173","black",NULL,"004","002",NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-10 18:13:40","2015-08-10 18:13:40",710
795,815,"201508/2015081020562138354.png","CX-20","Other","001","White","Green","003","001","2015-3-28","3cell Lipo Batteries","GPS, Compass, Barometer, accelerometer",NULL,"CX-20",0,1,"2015-08-10 20:56:21","2015-08-10 21:17:39",711
796,816,NULL,"Bobo","Other","001","墨",NULL,"004",NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-11 01:18:47","2015-08-11 01:29:28",713
797,817,"201508/2015081109320698202.jpeg","Casimir ","Dog","105","Black & Tan",NULL,"001","003","2012-03-10",NULL,NULL,NULL,NULL,0,1,"2015-08-11 09:31:14","2015-08-11 09:32:06",714
798,818,NULL,"Dog",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-11 12:30:45","2015-08-11 12:30:45",715
799,819,NULL,"Bingo","Dog","217","奶茶",NULL,"003","003","2008-11-15",NULL,NULL,NULL,NULL,0,1,"2015-08-11 16:02:11","2015-08-11 17:33:32",717
800,820,NULL,"1138",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-11 16:38:36","2015-08-13 16:46:48",279
801,821,NULL,"1121",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-11 16:39:24","2015-08-13 16:46:55",279
802,822,NULL,"1132",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-11 16:40:00","2015-08-13 16:46:58",279
803,823,NULL,"350",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-11 16:40:25","2015-08-13 16:47:01",279
804,824,"201509/2015091317565254040.png","豆豆",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-11 17:09:23","2015-09-13 17:56:52",551
805,825,NULL,"1121",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-11 18:08:00","2015-08-14 14:42:09",37
806,826,NULL,"1138",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-11 18:32:45","2015-08-12 11:50:19",37
807,827,NULL,"Bond","Dog","015","brown",NULL,"001","003",NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-11 20:13:41","2015-08-12 10:47:31",659
808,828,"201508/2015081120544532062.png","Hill Boy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-11 20:49:43","2015-08-11 20:54:45",718
809,829,NULL,"Hill Boy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-11 21:01:23","2015-08-11 21:01:23",719
810,830,"201508/2015081123451967905.jpeg","囡囡","Dog","013","Black","Sliver","004","003","2007-05-28","None","None","AVID*091*788*543","",0,1,"2015-08-11 23:45:19","2015-08-11 23:48:16",118
811,831,"201508/2015081203583565074.jpeg","Beibei","Dog","048","white",NULL,"001","003",NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-12 03:41:22","2015-08-12 03:58:35",722
812,832,"201508/2015081203594891372.jpeg","Monmon","Dog","173","brown",NULL,"001","003",NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-12 03:51:27","2015-08-12 03:59:48",722
813,833,"201508/2015081210521375520.jpeg","Sweetie","Dog","173","紅色",NULL,"001","003","2012-05-18",NULL,NULL,NULL,"??狗牌內有聯絡電話☎️",0,1,"2015-08-12 07:25:31","2015-09-12 18:07:35",723
814,834,NULL,"1197",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-12 10:25:22","2015-08-12 10:25:39",111
815,835,NULL,"hello",NULL,NULL,NULL,NULL,"001",NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-12 10:49:03","2015-08-12 10:51:45",659
816,836,NULL,"Bobby",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-12 11:20:39","2015-08-14 14:23:30",37
817,837,"201508/2015081211545916202.png","Bobby","Dog",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-12 11:48:36","2015-08-14 15:03:04",666
818,10819,NULL,"boy ","Dog","001","blue",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-12 14:55:18","2015-08-12 15:18:25",10718
819,10820,NULL,"trival",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-12 17:30:22","2015-08-15 19:20:09",77
820,10821,NULL,"大炳","Cat","018","黑","白啡","002","001",NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-12 17:37:30","2015-08-13 03:08:45",10720
821,10822,NULL,"helloooo ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-12 17:41:08","2015-08-15 19:20:29",77
822,10823,NULL,"汀汀","Dog","131","Tri-color",NULL,"002","002","2015-1-22",NULL,NULL,"024*585*275",NULL,0,1,"2015-08-13 10:24:12","2015-08-15 23:27:57",10722
823,10824,"201508/2015081312185221782.jpeg","雅吉","Cat","002","White","Grey","001","002",NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-13 12:17:41","2015-08-13 12:18:52",10724
824,10825,"201508/2015081312174847975.png","Aug ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-13 12:17:48","2015-08-15 19:30:32",77
825,10826,"201508/2015081315104748105.png","FF","Other",NULL,"黃皮膚",NULL,"001","002","2012-2-24",NULL,NULL,NULL,NULL,0,1,"2015-08-13 15:10:47","2015-08-13 15:22:27",10726
826,10827,"201508/2015081315111967963.png","oh wow","Cat","004","全白",NULL,"003","003","2013-8-13","
",NULL,NULL,NULL,0,1,"2015-08-13 15:11:19","2015-09-01 10:39:35",10725
827,10828,NULL,"Gutter","Dog","002","黑色",NULL,"003","003","2013-12-04",NULL,NULL,NULL,"",0,1,"2015-08-13 23:52:29","2015-08-14 21:18:58",10727
828,10829,"201508/2015081410314946281.png","test",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-14 10:31:49","2015-08-14 10:32:50",10728
829,10831,"201508/2015081414451615546.png","Polar","Dog","191","White",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-14 14:45:16","2015-08-14 15:59:17",10729
830,10832,"201508/2015081415165851707.png","hihi","Rodent","005","black","white",NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-14 15:16:58","2015-08-14 16:16:38",10730
831,10834,"201508/2015081504041633474.png","囡囡","Dog","173","奶茶","淺啡","002","002","2014-12-20","雞肉，狗糧",NULL,"004340275",NULL,0,1,"2015-08-14 16:06:03","2015-08-21 00:39:22",10734
832,10835,"201509/2015090400493563701.png","Uni","Dog","173","灰",NULL,"004","003",NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-14 18:08:17","2015-09-04 00:49:35",10735
833,10836,NULL,"test",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-14 19:15:10","2015-08-18 20:06:49",47
834,10837,NULL,"test",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-14 19:15:11","2015-08-18 20:06:55",47
835,10838,NULL,"test",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-14 19:15:11","2015-08-18 20:06:43",47
836,10839,"201508/2015081420301796121.png","bb","Dog","010","black",NULL,"003","003",NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-14 20:30:17","2015-08-22 07:22:43",10739
837,10840,"201508/2015081421103398674.jpeg","Cash","Dog","173","啡","未絕育","001","003","2013-02-02",NULL,NULL,"AVID*079*814*852",NULL,0,1,"2015-08-14 21:10:33","2015-08-14 21:10:33",10740
838,10841,NULL,"豆豆","Dog","002","啡色",NULL,"004","003","2014-4-20","狗糧 雞雞",NULL,NULL,"剪右耳啡黃色唐唐",0,1,"2015-08-15 01:54:26","2015-08-15 01:59:45",10742
839,10842,"201508/2015081511390217773.jpeg","Sally",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-15 11:37:56","2015-08-26 16:27:32",55
840,10843,NULL,"Bond",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-15 11:40:12","2015-08-15 14:12:25",55
841,10844,NULL,"Viola",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-15 11:41:25","2015-08-15 14:14:22",55
842,10847,"201508/2015081514011210635.jpeg","Soul",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-15 14:01:12","2015-10-12 15:22:10",55
843,10848,NULL,"MuiMui","Dog","179","creamy",NULL,"002","004",NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-15 16:07:58","2015-08-15 16:07:58",10744
844,10849,"201508/2015081518290786213.png","Lucy
",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-15 18:03:15","2015-08-15 18:50:46",37
845,10850,"201508/2015081519062823280.jpeg","48",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-15 19:06:28","2015-10-12 15:04:45",55
846,10851,"201508/2015081522480875600.jpeg","Lok Lok 樂樂","Dog","007","White","Light Brown","003","002","2012-10-06",NULL,NULL,NULL,NULL,0,1,"2015-08-15 22:44:47","2015-08-15 23:28:48",10746
847,10852,"201508/2015081522564437679.jpeg","PC","Dog","102","Black & White","Brown","001","004","2003-02-18",NULL,NULL,NULL,NULL,0,1,"2015-08-15 22:56:44","2015-08-15 23:29:15",10746
848,10853,"201508/2015081523040983656.jpeg","Kak Jai 格仔","Dog","084","Brown","White","003","002","2013-02-14",NULL,NULL,NULL,NULL,0,1,"2015-08-15 22:58:23","2015-08-15 23:29:34",10746
849,10854,NULL,"Jane",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-16 00:10:52","2015-08-26 16:25:59",55
850,10855,NULL,"123",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-16 00:45:29","2015-08-26 23:16:31",37
851,10856,"201603/2016031416331526685.jpeg","don don","Dog","009","銀灰白",NULL,"001","003",NULL,NULL,"細膽 怕人怕狗 ","AVID*002*601*325","找到後請聯絡60991709ms fu 或64621610mr tsang",0,1,"2015-08-16 15:24:56","2016-03-14 16:33:16",10747
852,10857,"201508/2015081618350491815.png","Happy","Dog","015","White",NULL,"003","002","2013-6-6",NULL,NULL,"AVID*002*615*003","Large sized golden retriever, 2yrs old, male",0,1,"2015-08-16 18:35:04","2015-08-16 18:52:06",10748
853,10858,NULL,"bo chu","Dog","069",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-16 23:41:27","2015-08-18 10:04:59",10749
854,10859,"201508/2015081709415078868.png","Snickers","Cat",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-17 09:40:26","2015-09-02 00:15:01",10745
855,10860,"201508/2015081714261650338.png","bobo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-17 14:26:16","2015-08-17 14:26:16",10752
856,10861,"201508/2015081714262258510.png","bobo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-17 14:26:22","2015-08-17 14:26:22",10752
857,10862,"201508/2015081714262397933.png","bobo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-17 14:26:23","2015-08-17 14:26:23",10752
858,10863,"201508/2015081720452695576.png","牛奶妹",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-17 20:45:26","2015-08-17 20:45:26",10754
859,10864,"201508/2015081720480183414.png","牛奶妹(妹妹)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-17 20:48:01","2015-08-17 20:48:01",10754
860,10865,"201508/2015081723585085332.png","Luke","Reptile",NULL,"金",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-17 23:53:28","2015-09-24 23:24:53",10753
861,10866,NULL,"Hihi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-18 10:08:03","2015-08-26 16:26:28",55
862,10867,NULL,"Test",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-18 11:01:50","2015-08-18 11:01:50",10756
863,10868,NULL,"Test",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-18 11:10:46","2015-08-18 11:10:46",10757
864,10869,NULL,"Vincy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-18 14:31:53","2015-08-18 14:32:01",91
865,10870,NULL,"Test",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-18 14:51:58","2015-08-26 16:26:34",55
866,10871,NULL,"Test 2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-18 14:53:29","2015-08-26 16:26:43",55
867,10872,"201508/2015081821533940827.png","豆豆","Dog","002","黑 Black ","啡 brown","004","003","2008-8-1","雞柳, 义燒",NULL,NULL,"膽小,怕人",0,1,"2015-08-18 16:49:19","2015-09-19 11:22:39",590
868,10873,"201508/2015081817081473051.png","1225
0.5s",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-18 17:08:14","2015-08-21 18:08:42",37
869,10874,NULL,"Test",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-18 17:25:39","2015-08-18 17:26:24",10767
870,10875,"201508/2015081817324058439.png","101/2000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-18 17:32:40","2015-08-21 18:06:08",37
871,10876,"201508/2015082011475073673.jpeg","Brandy","Dog","173","棕色",NULL,"003","002","2014-03-08",NULL,NULL,"AVID*038*838*091",NULL,0,1,"2015-08-18 18:04:51","2016-01-29 23:43:32",10768
872,10877,NULL,"2000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-18 18:25:24","2015-08-19 10:01:12",107
873,10878,"201508/2015081818263299325.jpeg","1220",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-18 18:25:54","2015-08-19 10:01:28",107
874,10879,"201508/2015081818283774239.jpeg","1225",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-18 18:28:37","2015-08-19 10:01:39",107
875,10880,"201508/2015081821083215300.jpeg","筋豬","Dog","001","brown",NULL,"004","003",NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-18 20:38:53","2015-08-18 21:21:18",10769
876,10881,"201508/2015081821203761807.jpeg","筋豬","Dog","173","brown",NULL,"004","003",NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-18 21:20:37","2015-08-18 21:21:36",10769
877,10882,"201508/2015081821254688379.jpeg","筋豬","Dog","173","Brown",NULL,"004","003",NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-18 21:24:11","2015-08-18 21:25:46",10769
878,10883,NULL,"呆仔
",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-18 21:56:20","2015-08-18 21:56:20",10770
879,10884,NULL,"Popeye","Dog","009","Pepper",NULL,"003","003",NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-18 22:56:50","2015-08-18 23:04:26",10771
880,10885,NULL,"Popeye","Dog","009","Pepper",NULL,"003","003",NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-18 22:57:20","2015-08-18 23:02:57",10771
881,10886,NULL,"Keyring","Dog","001",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-19 03:55:35","2015-09-05 04:01:47",114
882,10887,NULL,"tester",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-19 04:51:30","2015-08-19 06:04:58",114
883,10888,NULL,"Camilla","Dog","173","White",NULL,"004","002","2015-08-18",NULL,NULL,NULL,"She's been missing since May 30th.",0,1,"2015-08-19 09:20:41","2015-08-19 09:21:52",10772
884,10889,"201508/2015081910041759187.png","1242 0.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-19 10:04:17","2015-08-21 18:12:47",107
885,10892,"201508/2015081910051858487.png","1239 0.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-19 10:05:18","2015-08-21 18:11:08",107
886,10897,"201508/2015081910060731243.png","1246",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-19 10:06:07","2015-08-19 11:52:22",107
887,10901,"201508/2015081910065558687.png","1234 0.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-19 10:06:55","2015-08-21 18:09:59",37
888,10903,"201508/2015081910074165425.png","1230",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-19 10:07:41","2015-08-19 11:54:16",107
889,10906,"201508/2015081910082958398.png","1248 0.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-19 10:08:29","2015-08-21 18:02:24",107
890,10908,"201508/2015081910091140006.png","1226",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-19 10:09:11","2015-08-19 11:54:55",107
891,10910,"201508/2015081910095221954.png","1223 0.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-19 10:09:52","2015-08-21 18:02:32",107
892,10915,"201508/2015081917414529915.png","A 仔","Dog","058","灰",NULL,NULL,NULL,NULL,"好多",NULL,NULL,NULL,0,1,"2015-08-19 11:07:01","2015-08-19 17:41:45",10773
893,10916,NULL,"4dog",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-19 11:07:02","2015-08-19 11:07:02",10773
894,10917,NULL,"4dog",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-19 11:07:04","2015-08-19 11:07:04",10773
895,10918,NULL,"4dog",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-08-19 11:07:05","2015-08-19 11:07:05",10773
896,10919,"201508/2015081911280895829.jpeg","1237 0.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-19 11:28:08","2015-08-21 18:02:39",107
897,10920,"201508/2015081911283879414.jpeg","1243",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-19 11:28:38","2015-08-19 11:52:33",107
898,10921,"201508/2015081911291672236.jpeg","1231 0.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-19 11:29:16","2015-08-21 18:02:50",107
899,10922,"201508/2015081911294747104.jpeg","1229 0.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-19 11:29:47","2015-08-21 18:02:57",107
900,10923,"201508/2015081911301448464.jpeg","1244",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-19 11:30:14","2015-08-19 11:54:25",107
901,10924,"201508/2015081911304381381.jpeg","1240",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-19 11:30:43","2015-08-19 11:53:35",107
902,10925,"201508/2015081911333027672.jpeg","1232 0.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-19 11:33:30","2015-08-21 18:03:12",107
903,10926,"201508/2015081911341539129.jpeg","1233 0.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-19 11:34:15","2015-08-21 18:03:23",107
904,10927,"201508/2015081911352487459.jpeg","1247 0.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-08-19 11:35:24","2015-08-21 18:03:29",107
