id,new_pet_id,"DOTT_No",Pet_ID,"UUID",Major,Minor,"Remark",Status,"Create_Date","Last_Modify_Date",Modified_By
1703,NULL,"D01-10104-10107",NULL,"eab22365-4789-6541-2365-478965412365",104,107,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1704,NULL,"D01-10104-10108",NULL,"eab22365-4789-6541-2365-478965412365",104,108,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1705,3573,"D01-10104-10109",23602,"eab22365-4789-6541-2365-478965412365",104,109,NULL,1,"2015-12-17 14:47:58","2016-02-13 03:55:19",10907
1706,NULL,"D01-10104-1011",NULL,"eab22365-4789-6541-2365-478965412365",104,11,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1707,NULL,"D01-10104-10110",NULL,"eab22365-4789-6541-2365-478965412365",104,110,NULL,1,"2015-12-17 14:47:58","2016-03-19 23:03:40",23001
1708,NULL,"D01-10104-10111",NULL,"eab22365-4789-6541-2365-478965412365",104,111,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1709,3486,"D01-10104-10112",23514,"eab22365-4789-6541-2365-478965412365",104,112,NULL,1,"2015-12-17 14:47:58","2016-02-09 12:31:06",23007
1710,3781,"D01-10104-10113",23811,"eab22365-4789-6541-2365-478965412365",104,113,NULL,1,"2015-12-17 14:47:58","2016-03-04 10:19:58",23037
1711,NULL,"D01-10104-10114",NULL,"eab22365-4789-6541-2365-478965412365",104,114,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1712,NULL,"D01-10104-10115",NULL,"eab22365-4789-6541-2365-478965412365",104,115,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1713,3635,"D01-10104-10116",23664,"eab22365-4789-6541-2365-478965412365",104,116,NULL,1,"2015-12-17 14:47:58","2016-02-17 05:59:58",23130
1714,3514,"D01-10104-10117",23543,"eab22365-4789-6541-2365-478965412365",104,117,NULL,1,"2015-12-17 14:47:58","2016-02-11 07:10:03",23032
1715,3440,"D01-10104-10118",23467,"eab22365-4789-6541-2365-478965412365",104,118,NULL,1,"2015-12-17 14:47:58","2016-02-06 20:11:15",22975
1716,NULL,"D01-10104-10119",NULL,"eab22365-4789-6541-2365-478965412365",104,119,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1717,NULL,"D01-10104-1012",NULL,"eab22365-4789-6541-2365-478965412365",104,12,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1718,3512,"D01-10104-10120",23541,"eab22365-4789-6541-2365-478965412365",104,120,NULL,1,"2015-12-17 14:47:58","2016-02-11 06:34:59",23031
1719,NULL,"D01-10104-10121",NULL,"eab22365-4789-6541-2365-478965412365",104,121,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1720,NULL,"D01-10104-10122",NULL,"eab22365-4789-6541-2365-478965412365",104,122,NULL,1,"2015-12-17 14:47:58","2016-02-25 07:34:15",23186
1721,3865,"D01-10104-10123",23896,"eab22365-4789-6541-2365-478965412365",104,123,NULL,1,"2015-12-17 14:47:58","2016-03-17 12:16:35",23186
1722,3517,"D01-10104-10124",23546,"eab22365-4789-6541-2365-478965412365",104,124,NULL,1,"2015-12-17 14:47:58","2016-02-11 09:37:25",23034
1723,NULL,"D01-10104-10125",NULL,"eab22365-4789-6541-2365-478965412365",104,125,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1724,NULL,"D01-10104-10126",NULL,"eab22365-4789-6541-2365-478965412365",104,126,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1725,NULL,"D01-10104-10127",NULL,"eab22365-4789-6541-2365-478965412365",104,127,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1726,NULL,"D01-10104-10128",NULL,"eab22365-4789-6541-2365-478965412365",104,128,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1727,3642,"D01-10104-10129",23671,"eab22365-4789-6541-2365-478965412365",104,129,NULL,1,"2015-12-17 14:47:58","2016-02-18 09:57:08",23135
1728,NULL,"D01-10104-1013",NULL,"eab22365-4789-6541-2365-478965412365",104,13,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1729,NULL,"D01-10104-10130",NULL,"eab22365-4789-6541-2365-478965412365",104,130,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1730,3908,"D01-10104-10131",23939,"eab22365-4789-6541-2365-478965412365",104,131,NULL,1,"2015-12-17 14:47:58","2016-03-21 21:10:57",23368
1731,3510,"D01-10104-10132",23539,"eab22365-4789-6541-2365-478965412365",104,132,NULL,1,"2015-12-17 14:47:58","2016-02-11 04:55:03",10979
1732,3470,"D01-10104-10133",23498,"eab22365-4789-6541-2365-478965412365",104,133,NULL,1,"2015-12-17 14:47:58","2016-02-09 01:28:40",22995
1733,3576,"D01-10104-10134",23605,"eab22365-4789-6541-2365-478965412365",104,134,NULL,1,"2015-12-17 14:47:58","2016-02-13 08:23:57",23066
1734,NULL,"D01-10104-10135",NULL,"eab22365-4789-6541-2365-478965412365",104,135,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1735,NULL,"D01-10104-10136",NULL,"eab22365-4789-6541-2365-478965412365",104,136,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1736,3577,"D01-10104-10137",23606,"eab22365-4789-6541-2365-478965412365",104,137,NULL,1,"2015-12-17 14:47:58","2016-02-13 08:43:36",23068
1737,3482,"D01-10104-10138",23510,"eab22365-4789-6541-2365-478965412365",104,138,NULL,1,"2015-12-17 14:47:58","2016-02-09 08:20:15",23005
1738,3574,"D01-10104-10139",23603,"eab22365-4789-6541-2365-478965412365",104,139,NULL,1,"2015-12-17 14:47:58","2016-02-13 04:40:35",11206
1739,1013,"D01-10104-1014",11054,"eab22365-4789-6541-2365-478965412365",104,14,NULL,1,"2015-12-17 14:47:58","2016-01-17 13:39:46",10816
1740,NULL,"D01-10104-10140",NULL,"eab22365-4789-6541-2365-478965412365",104,140,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1741,NULL,"D01-10104-10141",NULL,"eab22365-4789-6541-2365-478965412365",104,141,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1742,3667,"D01-10104-10142",23696,"eab22365-4789-6541-2365-478965412365",104,142,NULL,1,"2015-12-17 14:47:58","2016-02-21 04:36:42",23159
1743,3767,"D01-10104-10143",23796,"eab22365-4789-6541-2365-478965412365",104,143,NULL,1,"2015-12-17 14:47:58","2016-03-02 05:19:48",23245
1744,3779,"D01-10104-10144",23809,"eab22365-4789-6541-2365-478965412365",104,144,NULL,1,"2015-12-17 14:47:58","2016-03-03 21:46:32",22380
1745,NULL,"D01-10104-10145",NULL,"eab22365-4789-6541-2365-478965412365",104,145,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1746,NULL,"D01-10104-10146",NULL,"eab22365-4789-6541-2365-478965412365",104,146,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1747,NULL,"D01-10104-10147",NULL,"eab22365-4789-6541-2365-478965412365",104,147,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1748,3789,"D01-10104-10148",23819,"eab22365-4789-6541-2365-478965412365",104,148,NULL,1,"2015-12-17 14:47:58","2016-03-06 06:05:31",23275
1749,NULL,"D01-10104-10149",NULL,"eab22365-4789-6541-2365-478965412365",104,149,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1750,3590,"D01-10104-1015",23619,"eab22365-4789-6541-2365-478965412365",104,15,NULL,1,"2015-12-17 14:47:58","2016-02-13 23:15:10",23078
1751,NULL,"D01-10104-10150",NULL,"eab22365-4789-6541-2365-478965412365",104,150,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1752,3323,"D01-10104-10151",23350,"eab22365-4789-6541-2365-478965412365",104,151,NULL,1,"2015-12-17 14:47:58","2016-02-02 13:42:03",22873
1753,NULL,"D01-10104-10152",NULL,"eab22365-4789-6541-2365-478965412365",104,152,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1754,3571,"D01-10104-10153",23600,"eab22365-4789-6541-2365-478965412365",104,153,NULL,1,"2015-12-17 14:47:58","2016-02-13 02:58:38",23064
1755,NULL,"D01-10104-10154",NULL,"eab22365-4789-6541-2365-478965412365",104,154,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1756,3393,"D01-10104-10155",23420,"eab22365-4789-6541-2365-478965412365",104,155,NULL,1,"2015-12-17 14:47:58","2016-02-04 11:57:18",22928
1757,NULL,"D01-10104-10156",NULL,"eab22365-4789-6541-2365-478965412365",104,156,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1758,3322,"D01-10104-10157",23349,"eab22365-4789-6541-2365-478965412365",104,157,NULL,1,"2015-12-17 14:47:58","2016-02-02 13:26:35",11268
1759,3870,"D01-10104-10158",23901,"eab22365-4789-6541-2365-478965412365",104,158,NULL,1,"2015-12-17 14:47:58","2016-03-18 03:00:39",23342
1760,1227,"D01-10104-10159",11276,"eab22365-4789-6541-2365-478965412365",104,159,NULL,1,"2015-12-17 14:47:58","2016-01-30 22:01:24",11022
1761,3291,"D01-10104-1016",23318,"eab22365-4789-6541-2365-478965412365",104,16,NULL,1,"2015-12-17 14:47:58","2016-02-02 08:42:53",22855
1762,NULL,"D01-10104-10160",NULL,"eab22365-4789-6541-2365-478965412365",104,160,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1763,NULL,"D01-10104-10161",NULL,"eab22365-4789-6541-2365-478965412365",104,161,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1764,3729,"D01-10104-10162",23758,"eab22365-4789-6541-2365-478965412365",104,162,NULL,1,"2015-12-17 14:47:58","2016-02-25 11:12:21",23206
1765,NULL,"D01-10104-10163",NULL,"eab22365-4789-6541-2365-478965412365",104,163,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1766,NULL,"D01-10104-10164",NULL,"eab22365-4789-6541-2365-478965412365",104,164,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1767,NULL,"D01-10104-10165",NULL,"eab22365-4789-6541-2365-478965412365",104,165,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1768,3266,"D01-10104-10166",23293,"eab22365-4789-6541-2365-478965412365",104,166,NULL,1,"2015-12-17 14:47:58","2016-02-02 01:42:43",22839
1769,3356,"D01-10104-10167",23383,"eab22365-4789-6541-2365-478965412365",104,167,NULL,1,"2015-12-17 14:47:58","2016-02-03 11:21:57",22897
1770,3196,"D01-10104-10168",23222,"eab22365-4789-6541-2365-478965412365",104,168,NULL,1,"2015-12-17 14:47:58","2016-01-29 20:38:38",22789
1771,NULL,"D01-10104-10169",NULL,"eab22365-4789-6541-2365-478965412365",104,169,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1772,3868,"D01-10104-1017",23899,"eab22365-4789-6541-2365-478965412365",104,17,NULL,1,"2015-12-17 14:47:58","2016-03-18 00:25:51",23341
1773,3229,"D01-10104-10170",23256,"eab22365-4789-6541-2365-478965412365",104,170,NULL,1,"2015-12-17 14:47:58","2016-01-31 09:02:36",11004
1774,3278,"D01-10104-10171",23305,"eab22365-4789-6541-2365-478965412365",104,171,NULL,1,"2015-12-17 14:47:58","2016-02-02 07:20:06",22847
1775,3296,"D01-10104-10172",23323,"eab22365-4789-6541-2365-478965412365",104,172,NULL,1,"2015-12-17 14:47:58","2016-02-02 08:51:42",11188
1776,NULL,"D01-10104-10173",NULL,"eab22365-4789-6541-2365-478965412365",104,173,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1777,NULL,"D01-10104-10174",NULL,"eab22365-4789-6541-2365-478965412365",104,174,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1778,NULL,"D01-10104-10175",NULL,"eab22365-4789-6541-2365-478965412365",104,175,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1779,NULL,"D01-10104-10176",NULL,"eab22365-4789-6541-2365-478965412365",104,176,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1780,NULL,"D01-10104-10177",NULL,"eab22365-4789-6541-2365-478965412365",104,177,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1781,NULL,"D01-10104-10178",NULL,"eab22365-4789-6541-2365-478965412365",104,178,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1782,NULL,"D01-10104-10179",NULL,"eab22365-4789-6541-2365-478965412365",104,179,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1783,NULL,"D01-10104-1018",NULL,"eab22365-4789-6541-2365-478965412365",104,18,NULL,1,"2015-12-17 14:47:58","2016-02-25 15:28:42",22153
1784,3230,"D01-10104-10180",23257,"eab22365-4789-6541-2365-478965412365",104,180,NULL,1,"2015-12-17 14:47:58","2016-01-31 09:04:24",11004
1785,3424,"D01-10104-10181",23451,"eab22365-4789-6541-2365-478965412365",104,181,NULL,1,"2015-12-17 14:47:58","2016-02-05 19:13:01",22960
1786,NULL,"D01-10104-10182",NULL,"eab22365-4789-6541-2365-478965412365",104,182,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1787,NULL,"D01-10104-10183",NULL,"eab22365-4789-6541-2365-478965412365",104,183,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1788,3080,"D01-10104-10184",23105,"eab22365-4789-6541-2365-478965412365",104,184,NULL,1,"2015-12-17 14:47:58","2016-01-13 18:44:17",22647
1789,NULL,"D01-10104-10185",NULL,"eab22365-4789-6541-2365-478965412365",104,185,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1790,NULL,"D01-10104-10186",NULL,"eab22365-4789-6541-2365-478965412365",104,186,NULL,1,"2015-12-17 14:47:58","2016-01-04 16:06:57",22220
1791,3906,"D01-10104-10187",23937,"eab22365-4789-6541-2365-478965412365",104,187,NULL,1,"2015-12-17 14:47:58","2016-03-21 12:36:59",23365
1792,3661,"D01-10104-10188",23690,"eab22365-4789-6541-2365-478965412365",104,188,NULL,1,"2015-12-17 14:47:58","2016-02-20 04:16:44",23154
1793,3297,"D01-10104-10189",23324,"eab22365-4789-6541-2365-478965412365",104,189,NULL,1,"2015-12-17 14:47:58","2016-02-02 12:24:06",22869
1794,NULL,"D01-10104-1019",NULL,"eab22365-4789-6541-2365-478965412365",104,19,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1795,NULL,"D01-10104-10190",NULL,"eab22365-4789-6541-2365-478965412365",104,190,NULL,1,"2015-12-17 14:47:58","2016-03-15 08:30:50",22827
1796,NULL,"D01-10104-10191",NULL,"eab22365-4789-6541-2365-478965412365",104,191,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1797,3308,"D01-10104-10192",23335,"eab22365-4789-6541-2365-478965412365",104,192,NULL,1,"2015-12-17 14:47:58","2016-02-02 10:28:09",22867
1798,3279,"D01-10104-10193",23306,"eab22365-4789-6541-2365-478965412365",104,193,NULL,1,"2015-12-17 14:47:58","2016-02-02 07:23:13",21859
1799,NULL,"D01-10104-10194",NULL,"eab22365-4789-6541-2365-478965412365",104,194,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1800,3387,"D01-10104-10195",23414,"eab22365-4789-6541-2365-478965412365",104,195,NULL,1,"2015-12-17 14:47:58","2016-02-04 07:29:15",22926
1801,1295,"D01-10104-10196",11344,"eab22365-4789-6541-2365-478965412365",104,196,NULL,1,"2015-12-17 14:47:58","2016-01-30 08:16:57",11078
1802,NULL,"D01-10104-10197",NULL,"eab22365-4789-6541-2365-478965412365",104,197,NULL,1,"2015-12-17 14:47:58","2016-02-18 04:09:25",22719
1803,3326,"D01-10104-10198",23353,"eab22365-4789-6541-2365-478965412365",104,198,NULL,1,"2015-12-17 14:47:58","2016-02-02 23:25:17",22877
1804,3203,"D01-10104-10199",23230,"eab22365-4789-6541-2365-478965412365",104,199,NULL,1,"2015-12-17 14:47:58","2016-01-30 04:20:55",22794
1805,NULL,"D01-10104-102",NULL,"eab22365-4789-6541-2365-478965412365",104,2,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1806,3293,"D01-10104-1020",23320,"eab22365-4789-6541-2365-478965412365",104,20,NULL,1,"2015-12-17 14:47:58","2016-02-02 08:45:42",22855
1807,3640,"D01-10104-10200",23669,"eab22365-4789-6541-2365-478965412365",104,200,NULL,1,"2015-12-17 14:47:58","2016-02-19 01:48:03",23145
1808,3238,"D01-10104-10201",23265,"eab22365-4789-6541-2365-478965412365",104,201,NULL,1,"2015-12-17 14:47:58","2016-01-31 12:43:44",11037
1809,3369,"D01-10104-10202",23396,"eab22365-4789-6541-2365-478965412365",104,202,NULL,1,"2015-12-17 14:47:58","2016-02-04 01:00:43",22757
1810,3631,"D01-10104-10203",23660,"eab22365-4789-6541-2365-478965412365",104,203,NULL,1,"2015-12-17 14:47:58","2016-02-16 12:46:57",11285
1811,3342,"D01-10104-10204",23369,"eab22365-4789-6541-2365-478965412365",104,204,NULL,1,"2015-12-17 14:47:58","2016-02-03 07:40:34",22892
1812,3442,"D01-10104-10205",23469,"eab22365-4789-6541-2365-478965412365",104,205,NULL,1,"2015-12-17 14:47:58","2016-02-06 23:58:13",22976
1813,NULL,"D01-10104-10206",NULL,"eab22365-4789-6541-2365-478965412365",104,206,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1814,3401,"D01-10104-10207",23428,"eab22365-4789-6541-2365-478965412365",104,207,NULL,1,"2015-12-17 14:47:58","2016-02-05 01:56:48",22938
1815,3498,"D01-10104-10208",23526,"eab22365-4789-6541-2365-478965412365",104,208,NULL,1,"2015-12-17 14:47:58","2016-02-10 04:47:29",23018
1816,3684,"D01-10104-10209",23713,"eab22365-4789-6541-2365-478965412365",104,209,NULL,1,"2015-12-17 14:47:58","2016-02-23 06:37:42",22591
1817,NULL,"D01-10104-1021",NULL,"eab22365-4789-6541-2365-478965412365",104,21,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1818,NULL,"D01-10104-10210",NULL,"eab22365-4789-6541-2365-478965412365",104,210,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1819,3189,"D01-10104-10211",23215,"eab22365-4789-6541-2365-478965412365",104,211,NULL,1,"2015-12-17 14:47:58","2016-01-29 11:59:43",22783
1820,3264,"D01-10104-10212",23291,"eab22365-4789-6541-2365-478965412365",104,212,NULL,1,"2015-12-17 14:47:58","2016-02-01 20:40:03",22836
1821,3340,"D01-10104-10213",23367,"eab22365-4789-6541-2365-478965412365",104,213,NULL,1,"2015-12-17 14:47:58","2016-02-03 07:05:02",22891
1822,NULL,"D01-10104-10214",NULL,"eab22365-4789-6541-2365-478965412365",104,214,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1823,NULL,"D01-10104-10215",NULL,"eab22365-4789-6541-2365-478965412365",104,215,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1824,3325,"D01-10104-10216",23352,"eab22365-4789-6541-2365-478965412365",104,216,NULL,1,"2015-12-17 14:47:58","2016-02-02 23:13:34",22876
1825,3683,"D01-10104-10217",23712,"eab22365-4789-6541-2365-478965412365",104,217,NULL,1,"2015-12-17 14:47:58","2016-02-23 05:28:23",23178
1826,3451,"D01-10104-10218",23478,"eab22365-4789-6541-2365-478965412365",104,218,NULL,1,"2015-12-17 14:47:58","2016-02-07 12:26:25",22982
1827,NULL,"D01-10104-10219",NULL,"eab22365-4789-6541-2365-478965412365",104,219,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1828,3394,"D01-10104-1022",23421,"eab22365-4789-6541-2365-478965412365",104,22,NULL,1,"2015-12-17 14:47:58","2016-02-04 13:06:43",22929
1829,NULL,"D01-10104-10220",NULL,"eab22365-4789-6541-2365-478965412365",104,220,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1830,3511,"D01-10104-10221",23540,"eab22365-4789-6541-2365-478965412365",104,221,NULL,1,"2015-12-17 14:47:58","2016-02-11 06:34:39",10894
1831,1057,"D01-10104-10222",11101,"eab22365-4789-6541-2365-478965412365",104,222,NULL,1,"2015-12-17 14:47:58","2016-02-03 08:16:32",10879
1832,NULL,"D01-10104-10223",NULL,"eab22365-4789-6541-2365-478965412365",104,223,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1833,3406,"D01-10104-10224",23433,"eab22365-4789-6541-2365-478965412365",104,224,NULL,1,"2015-12-17 14:47:58","2016-02-10 04:15:55",22943
1834,NULL,"D01-10104-10225",NULL,"eab22365-4789-6541-2365-478965412365",104,225,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1835,3420,"D01-10104-10226",23447,"eab22365-4789-6541-2365-478965412365",104,226,NULL,1,"2015-12-17 14:47:58","2016-02-05 12:14:02",22954
1836,3513,"D01-10104-10227",23542,"eab22365-4789-6541-2365-478965412365",104,227,NULL,1,"2015-12-17 14:47:58","2016-02-11 06:58:01",10894
1837,1312,"D01-10104-10228",11361,"eab22365-4789-6541-2365-478965412365",104,228,NULL,1,"2015-12-17 14:47:58","2016-02-07 23:43:50",11095
1838,1380,"D01-10104-10229",11429,"eab22365-4789-6541-2365-478965412365",104,229,NULL,1,"2015-12-17 14:47:58","2016-02-02 09:02:31",11183
1839,NULL,"D01-10104-1023",NULL,"eab22365-4789-6541-2365-478965412365",104,23,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1840,NULL,"D01-10104-10230",NULL,"eab22365-4789-6541-2365-478965412365",104,230,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1841,NULL,"D01-10104-10231",NULL,"eab22365-4789-6541-2365-478965412365",104,231,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1842,3477,"D01-10104-10232",23505,"eab22365-4789-6541-2365-478965412365",104,232,NULL,1,"2015-12-17 14:47:58","2016-02-09 06:27:31",23002
1843,3243,"D01-10104-10233",23270,"eab22365-4789-6541-2365-478965412365",104,233,NULL,1,"2015-12-17 14:47:58","2016-02-01 00:25:56",22821
1844,1168,"D01-10104-10234",11217,"eab22365-4789-6541-2365-478965412365",104,234,NULL,1,"2015-12-17 14:47:58","2016-02-04 08:16:44",10982
1845,3460,"D01-10104-10235",23487,"eab22365-4789-6541-2365-478965412365",104,235,NULL,1,"2015-12-17 14:47:58","2016-02-08 10:08:35",10897
1846,3586,"D01-10104-10236",23615,"eab22365-4789-6541-2365-478965412365",104,236,NULL,1,"2015-12-17 14:47:58","2016-02-13 12:50:00",23074
1847,3429,"D01-10104-10237",23456,"eab22365-4789-6541-2365-478965412365",104,237,NULL,1,"2015-12-17 14:47:58","2016-02-05 23:11:43",22962
1848,3646,"D01-10104-10238",23675,"eab22365-4789-6541-2365-478965412365",104,238,NULL,1,"2015-12-17 14:47:58","2016-02-18 11:24:28",23138
1849,3428,"D01-10104-10239",23455,"eab22365-4789-6541-2365-478965412365",104,239,NULL,1,"2015-12-17 14:47:58","2016-02-05 23:11:09",22962
1850,1033,"D01-10104-1024",11076,"eab22365-4789-6541-2365-478965412365",104,24,NULL,1,"2015-12-17 14:47:58","2016-02-03 08:15:08",10850
1851,3188,"D01-10104-10240",23214,"eab22365-4789-6541-2365-478965412365",104,240,NULL,1,"2015-12-17 14:47:58","2016-02-04 08:59:59",10982
1852,3201,"D01-10104-10241",23228,"eab22365-4789-6541-2365-478965412365",104,241,NULL,1,"2015-12-17 14:47:58","2016-01-30 02:07:38",11076
1853,1330,"D01-10104-10242",11379,"eab22365-4789-6541-2365-478965412365",104,242,NULL,1,"2015-12-17 14:47:58","2016-02-02 13:06:48",11123
1854,NULL,"D01-10104-10243",NULL,"eab22365-4789-6541-2365-478965412365",104,243,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1855,3257,"D01-10104-10244",23284,"eab22365-4789-6541-2365-478965412365",104,244,NULL,1,"2015-12-17 14:47:58","2016-02-01 11:27:39",10972
1856,NULL,"D01-10104-10245",NULL,"eab22365-4789-6541-2365-478965412365",104,245,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1857,NULL,"D01-10104-10246",NULL,"eab22365-4789-6541-2365-478965412365",104,246,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1858,NULL,"D01-10104-10247",NULL,"eab22365-4789-6541-2365-478965412365",104,247,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1859,NULL,"D01-10104-10248",NULL,"eab22365-4789-6541-2365-478965412365",104,248,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1860,NULL,"D01-10104-10249",NULL,"eab22365-4789-6541-2365-478965412365",104,249,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1861,NULL,"D01-10104-1025",NULL,"eab22365-4789-6541-2365-478965412365",104,25,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1862,3231,"D01-10104-10250",23258,"eab22365-4789-6541-2365-478965412365",104,250,NULL,1,"2015-12-17 14:47:58","2016-01-31 09:53:38",11209
1863,NULL,"D01-10104-10251",NULL,"eab22365-4789-6541-2365-478965412365",104,251,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1864,3232,"D01-10104-10252",23259,"eab22365-4789-6541-2365-478965412365",104,252,NULL,1,"2015-12-17 14:47:58","2016-01-31 10:30:14",22813
1865,3324,"D01-10104-10253",23351,"eab22365-4789-6541-2365-478965412365",104,253,NULL,1,"2015-12-17 14:47:58","2016-02-02 13:43:52",22874
1866,NULL,"D01-10104-10254",NULL,"eab22365-4789-6541-2365-478965412365",104,254,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1867,3757,"D01-10104-10255",23786,"eab22365-4789-6541-2365-478965412365",104,255,NULL,1,"2015-12-17 14:47:58","2016-02-29 12:19:12",23238
1868,3385,"D01-10104-10256",23412,"eab22365-4789-6541-2365-478965412365",104,256,NULL,1,"2015-12-17 14:47:58","2016-02-04 06:46:57",11394
1869,3542,"D01-10104-10257",23571,"eab22365-4789-6541-2365-478965412365",104,257,NULL,1,"2015-12-17 14:47:58","2016-02-11 20:50:01",23045
1870,3072,"D01-10104-10258",23097,"eab22365-4789-6541-2365-478965412365",104,258,NULL,1,"2015-12-17 14:47:58","2016-01-13 12:26:52",10723
1871,3105,"D01-10104-10259",23130,"eab22365-4789-6541-2365-478965412365",104,259,NULL,1,"2015-12-17 14:47:58","2016-01-15 13:47:36",22687
1872,3377,"D01-10104-1026",23404,"eab22365-4789-6541-2365-478965412365",104,26,NULL,1,"2015-12-17 14:47:58","2016-02-04 03:36:56",10947
1873,3148,"D01-10104-10260",23174,"eab22365-4789-6541-2365-478965412365",104,260,NULL,1,"2015-12-17 14:47:58","2016-01-21 22:46:52",10869
1874,NULL,"D01-10104-10261",NULL,"eab22365-4789-6541-2365-478965412365",104,261,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1875,NULL,"D01-10104-10262",NULL,"eab22365-4789-6541-2365-478965412365",104,262,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1876,NULL,"D01-10104-10263",NULL,"eab22365-4789-6541-2365-478965412365",104,263,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
1877,NULL,"D01-10104-10264",NULL,"eab22365-4789-6541-2365-478965412365",104,264,NULL,1,"2015-12-17 14:47:58","2015-12-17 14:47:58",0
